Code,RIC,Ticker,Short_Name,ID_SEDOL1,ID_ISIN,ID_BB_UNIQUE,ID_BB_GLOBAL,Connect
600999,600999.SH,600999 C1 Equity,CHINA MERCHANT-A,BP3R303,CNE100000HK9,EQ0000000037096729,BBG00709J7M4,1
601000,601000.SH,601000 C1 Equity,TANGSHAN PORT-A,BP3R9F0,CNE100000R26,EQ0000000037096735,BBG00709J7P1,1
601001,601001.SH,601001 C1 Equity,DATONG COAL IN-A,BP3R972,CNE000001MZ6,EQ0000000037096741,BBG00709J7R9,1
601002,601002.SH,601002 C1 Equity,GEM-YEAR INDUS-A,BS7K3J8,CNE000001QW4,EQ0000000038418715,BBG007FFWBR5,1
601003,601003.SH,601003 C1 Equity,LIUZHOU IRON-A,BFYQHH4,CNE000001R68,EQ0000000065313928,BBG00L1KN074,1
601005,601005.SH,601005 C1 Equity,CHONGQING IRON-A,BP3R9V6,CNE000001R76,EQ0000000037096747,BBG00709J7T7,1
601006,601006.SH,601006 C1 Equity,DAQIN RAILWAY -A,BP3R2N9,CNE000001NG4,EQ0000000037096753,BBG00709J7W3,1
601007,601007.SH,601007 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601008,601008.SH,601008 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601009,601009.SH,601009 C1 Equity,BANK OF NANJIN-A,BP3R529,CNE100000627,EQ0000000037096759,BBG00709J7Y1,1
601010,601010.SH,601010 C1 Equity,WENFENG GREAT-A,BP3RGS2,CNE1000013F2,EQ0000000037096765,BBG00709J806,1
601011,601011.SH,601011 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601012,601012.SH,601012 C1 Equity,LONGI GREEN EN-A,BRTL411,CNE100001FR6,EQ0000000038419891,BBG007FG14L9,1
601015,601015.SH,601015 C1 Equity,SHAANXI HEIMAO-A,BZ0D1T9,CNE100001VV5,EQ0000000043427897,BBG009CLJVK9,1
601016,601016.SH,601016 C1 Equity,CECEP WIND POW-A,BZ0D1V1,CNE100001T15,EQ0000000043427903,BBG009CLJVM7,1
601018,601018.SH,601018 C1 Equity,NINGBO ZHOUSHA-A,BP3R4B1,CNE100000V12,EQ0000000037096777,BBG00709J842,1
601019,601019.SH,601019 C1 Equity,SHANDONG PUBLI-A,BFYQHB8,CNE100002TG8,EQ0000000065313934,BBG00L1KN092,1
601020,601020.SH,601020 C1 Equity,TIBET HUAYU MI-A,BYV1VB7,CNE1000026L2,EQ0000000053307916,BBG00FGGVPJ3,1
601021,601021.SH,601021 C1 Equity,SPRING AIRLINE-A,BZ0D1W2,CNE100001V45,EQ0000000043427915,BBG009CLJVQ3,1
601028,601028.SH,601028 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601038,601038.SH,601038 C1 Equity,FIRST TRACTOR -A,BP3RHD4,CNE100001JN7,EQ0000000037096783,BBG00709J860,1
601058,601058.SH,601058 C1 Equity,SAILUN GROUP - A,BP3RFY1,CNE1000015F7,EQ0000000037096789,BBG00709J888,1
601066,601066.SH,601066 C1 Equity,CSC FINANCIAL -A,BDZRFN4,CNE1000031T5,EQ0000000065893099,BBG00L7Z4SF6,1
601068,601068.SH,601068 C1 Equity,CHINA ALUMINUM-A,BFX38P1,CNE1000036M9,EQ0000000067952899,BBG00LX1ZYV7,1
601069,601069.SH,601069 C1 Equity,WESTERN REGION-A,BYYFJN4,CNE100001VP7,EQ0000000049995748,BBG00D1T0T48,1
601077,601077.SH,601077 C1 Equity,CHONGQING RURA-A,BJLWMG7,CNE100003NZ9,EQ0000000079734306,BBG00QQ8M270,1
601086,601086.SH,601086 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601088,601088.SH,601088 C1 Equity,CHINA SHENHUA-A,BP3R262,CNE100000767,EQ0000000037096795,BBG00709J8B4,1
601098,601098.SH,601098 C1 Equity,CHINA SOUTH PU-A,BP3R507,CNE100000W03,EQ0000000037096801,BBG00709J8D2,1
601099,601099.SH,601099 C1 Equity,PACIFIC SECURI-A,BP3R6W6,CNE1000008V9,EQ0000000037096807,BBG00709J8G9,1
601100,601100.SH,601100 C1 Equity,JIANGSU HENGLI-A,BP3RFJ6,CNE1000019R4,EQ0000000037096813,BBG00709J8J6,1
601101,601101.SH,601101 C1 Equity,BEIJING HAOHUA-A,BP3RD69,CNE100000N12,EQ0000000037096819,BBG00709J8L3,1
601106,601106.SH,601106 C1 Equity,CHINA FIRST HE-A,BP3R7W3,CNE100000L48,EQ0000000037096825,BBG00709J8N1,1
601107,601107.SH,601107 C1 Equity,SICHUAN EXP-A,BP3RFF2,CNE100000F38,EQ0000000037096831,BBG00709J8Q8,1
601108,601108.SH,601108 C1 Equity,CAITONG SECURI-A,BFY9KS5,CNE100002V44,EQ0000000065313940,BBG00L1KN0D7,1
601111,601111.SH,601111 C1 Equity,AIR CHINA LTD-A,BP3R4G6,CNE000001NN0,EQ0000000037096837,BBG00709J8S6,1
601113,601113.SH,601113 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601116,601116.SH,601116 C1 Equity,SANJIANG SHOPP-A,BFB4JL9,CNE1000010L6,EQ0000000061179208,BBG00JCQBMP9,1
601117,601117.SH,601117 C1 Equity,CHINA NATIONAL-A,BP3R4J9,CNE100000KC0,EQ0000000037096849,BBG00709J8X0,1
601118,601118.SH,601118 C1 Equity,CHINA HAINAN-A,BP3R563,CNE100000YM0,EQ0000000037096855,BBG00709J8Z8,1
601126,601126.SH,601126 C1 Equity,BEIJING SIFANG-A,BP3RFT6,CNE100000YL2,EQ0000000037096861,BBG00709J913,1
601127,601127.SH,601127 C1 Equity,CHONGQING SOKO-A,BYV1VC8,CNE1000028B9,EQ0000000053307100,BBG00FGGV8H3,1
601128,601128.SH,601128 C1 Equity,JIANGSU CHANGS-A,BFF1Z18,CNE100002RJ6,EQ0000000061179832,BBG00JCQKXY5,1
601137,601137.SH,601137 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601138,601138.SH,601138 C1 Equity,FOXCONN INDUST-A,BG20N99,CNE1000031P3,EQ0000000070383493,BBG00MRX64D0,1
601139,601139.SH,601139 C1 Equity,SHENZHEN GAS -A,BP3R7C3,CNE100000JM1,EQ0000000037096879,BBG00709J959,1
601155,601155.SH,601155 C1 Equity,SEAZEN HOLDING-A,BZ3F6M0,CNE100002BF8,EQ0000000050024586,BBG00D1Z9F36,1
601158,601158.SH,601158 C1 Equity,CHONGQING WATE-A,BP3R4X3,CNE100000MT0,EQ0000000037096891,BBG00709J977,1
601162,601162.SH,601162 C1 Equity,TIANFENG SECUR-A,BK94886,CNE100003F43,EQ0000000075914667,BBG00PDL83Y1,1
601163,601163.SH,601163 C1 Equity,TRIANGLE TYRE -A,BYW5QN5,CNE100002GN1,EQ0000000057220780,BBG00GVXBQX1,1
601166,601166.SH,601166 C1 Equity,INDUSTRIAL BAN-A,BP3R295,CNE000001QZ7,EQ0000000037096897,BBG00709J995,1
601168,601168.SH,601168 C1 Equity,WESTERN MINING-A,BP3R7X4,CNE100000619,EQ0000000037096903,BBG00709J9C1,1
601169,601169.SH,601169 C1 Equity,BANK OF BEIJIN-A,BP3R2W8,CNE100000734,EQ0000000037096909,BBG00709J9F8,1
601177,601177.SH,601177 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601179,601179.SH,601179 C1 Equity,CHINA XD ELEC-A,BP3R671,CNE100000KW8,EQ0000000037096915,BBG00709J9H6,1
601186,601186.SH,601186 C1 Equity,CHINA RAILWAY-A,BP3R381,CNE1000009T1,EQ0000000037096921,BBG00709J9K2,1
601188,601188.SH,601188 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601198,601198.SH,601198 C1 Equity,DONGXING SECUR-A,BYQDMD7,CNE100002177,EQ0000000046805316,BBG00BMBGY86,1
601199,601199.SH,601199 C1 Equity,JIANGSU JIANGN-A,BTFRHM9,CNE100001161,EQ0000000039987071,BBG007PXQT02,1
601200,601200.SH,601200 C1 Equity,SHANGHAI ENVIR-A,BF2X0W3,CNE100002FJ1,EQ0000000055856284,BBG00GCLXQ37,1
601208,601208.SH,601208 C1 Equity,SICHUAN EM-A,BP3RHY5,CNE1000013T3,EQ0000000037096927,BBG00709J9M0,1
601211,601211.SH,601211 C1 Equity,GUOTAI JUNAN S-A,BYQDMZ9,CNE1000022F3,EQ0000000046805322,BBG00BMBGYT3,1
601212,601212.SH,601212 C1 Equity,BAIYIN NONFERR-A,BFB4KH2,CNE100002RP3,EQ0000000061179214,BBG00JCQBNQ6,1
601216,601216.SH,601216 C1 Equity,INNER MONGOLIA-A,BP3R7B2,CNE1000010F8,EQ0000000037096933,BBG00709J9P7,1
601218,601218.SH,601218 C1 Equity,JIANGSU SINOJI-A,BTFRHN0,CNE1000012R9,EQ0000000039987077,BBG007PXQT39,1
601222,601222.SH,601222 C1 Equity,JIANGSU LINYAN-A,BP3RD70,CNE1000015X0,EQ0000000037096939,BBG00709J9R5,1
601225,601225.SH,601225 C1 Equity,SHAANXI COAL I-A,BS7K5P8,CNE100001T64,EQ0000000038418739,BBG007FFWC39,1
601226,601226.SH,601226 C1 Equity,HUADIAN HEAVY -A,BZ0D1X3,CNE100001W10,EQ0000000043427921,BBG009CLJVT0,1
601228,601228.SH,601228 C1 Equity,GUANGZHOU PORT-A,BFB4KJ4,CNE100002RF4,EQ0000000061179220,BBG00JCQBSR4,1
601229,601229.SH,601229 C1 Equity,BANK OF SHANGH-A,BD8P9J9,CNE100002FM5,EQ0000000057220786,BBG00GVXBQZ9,1
601231,601231.SH,601231 C1 Equity,UNIVERSAL SCIE-A,BP3R4F5,CNE100001BZ8,EQ0000000037096945,BBG00709J9T3,1
601233,601233.SH,601233 C1 Equity,TONGKUN GROUP-A,BP3RGF9,CNE1000012X7,EQ0000000037096951,BBG00709J9W9,1
601236,601236.SH,601236 C1 Equity,HONGTA SECURIT-A,BK71FX3,CNE100003PY7,EQ0000000080589756,BBG00R1XHWV3,1
601238,601238.SH,601238 C1 Equity,GUANGZHOU AUTO-A,BP3R477,CNE100001NQ2,EQ0000000037096957,BBG00709J9Y7,1
601258,601258.SH,601258 C1 Equity,PANG DA AUTO-A,BP3R7Y5,CNE1000012K4,EQ0000000037096963,BBG00709JB09,1
601288,601288.SH,601288 C1 Equity,AGRICULTURAL-A,BP3R228,CNE100000RJ0,EQ0000000037096969,BBG00709JB27,1
601298,601298.SH,601298 C1 Equity,QINGDAO PORT I-A,BJBPNF2,CNE100003GT6,EQ0000000071602712,BBG00N59R6V7,1
601311,601311.SH,601311 C1 Equity,CAMEL GROUP CO-A,BP3R9W7,CNE1000013D7,EQ0000000037096981,BBG00709JB63,1
601318,601318.SH,601318 C1 Equity,PING AN INSURA-A,BP3R284,CNE000001R84,EQ0000000037096993,BBG00709JBB7,1
601319,601319.SH,601319 C1 Equity,PICC HOLDING C-A,BDFS9G8,CNE100003F27,EQ0000000069914629,BBG00MMDRFH7,1
601326,601326.SH,601326 C1 Equity,QINHUANGDAO PO-A,BF00PL0,CNE100002QX9,EQ0000000058776251,BBG00HJ2PZC9,1
601328,601328.SH,601328 C1 Equity,BANK OF COMMUN-A,BP3R2G2,CNE1000000S2,EQ0000000037096999,BBG00709JBD5,1
601330,601330.SH,601330 C1 Equity,DYNAGREEN ENVI-A,BDZRFM3,CNE1000031S7,EQ0000000065568827,BBG00L4G0351,1
601333,601333.SH,601333 C1 Equity,GUANGSHEN RAIL-A,BP3R6Y8,CNE000001Q44,EQ0000000037097005,BBG00709JBG2,1
601336,601336.SH,601336 C1 Equity,NEW CHINA LIFE-A,BP3R3F8,CNE1000019Y0,EQ0000000037097011,BBG00709JBJ9,1
601339,601339.SH,601339 C1 Equity,BROS EASTERN C-A,BTFRHP2,CNE100001FV8,EQ0000000039987023,BBG007PXQ6W7,1
601360,601360.SH,601360 C1 Equity,360 SECURITY T-A,BDF57C1,CNE100002RZ2,EQ0000000037096987,BBG00709JB81,1
601366,601366.SH,601366 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601368,601368.SH,601368 C1 Equity,GUANGXI NANNIN-A,BYQDN01,CNE100002250,EQ0000000046805328,BBG00BMBHCK9,1
601369,601369.SH,601369 C1 Equity,XI'AN SHAANGU-A,BP3R9G1,CNE100000QS3,EQ0000000037097017,BBG00709JBL6,1
601375,601375.SH,601375 C1 Equity,CENTRAL CHINA -A,BYXS0X1,CNE100002FF9,EQ0000000054135776,BBG00FPG92L6,1
601377,601377.SH,601377 C1 Equity,INDUSTRIAL-A,BP3R5B8,CNE100000V95,EQ0000000037097023,BBG00709JBN4,1
601388,601388.SH,601388 C1 Equity,YECHIU METAL R-A,BP3RJH2,CNE100001D39,EQ0000000037097029,BBG00709JBQ1,1
601390,601390.SH,601390 C1 Equity,CHINA RAILWAY-A,BP3R3D6,CNE100000866,EQ0000000037097035,BBG00709JBS9,1
601398,601398.SH,601398 C1 Equity,IND & COMM BK-A,BP3R217,CNE000001P37,EQ0000000037097041,BBG00709JBV5,1
601399,601399.SH,601399 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601500,601500.SH,601500 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601512,601512.SH,601512 C1 Equity,CHINA-SINGAPOR-A,BL6CRP0,CNE100003Y65,EQ0000000085291705,BBG00VC81WX2,1
601515,601515.SH,601515 C1 Equity,SHANTOU DONGFE-A,BP3R7M3,CNE100001C06,EQ0000000037097047,BBG00709JBX3,1
601518,601518.SH,601518 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601519,601519.SH,601519 C1 Equity,SHANGHAI DZH-A,BMTCX90,CNE100000ZL9,EQ0000000085291830,BBG00VC82JQ8,1
601555,601555.SH,601555 C1 Equity,SOOCHOW SECURI-A,BP3R6Z9,CNE1000019P8,EQ0000000037097059,BBG00709JC16,1
601558,601558.SH,601558 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601566,601566.SH,601566 C1 Equity,JOEONE CO LTD-A,BP3RDZ8,CNE1000013C9,EQ0000000037097065,BBG00709JC34,1
601567,601567.SH,601567 C1 Equity,NINGBO SANXING-A,BP3RJG1,CNE100001567,EQ0000000037097071,BBG00709JC52,1
601577,601577.SH,601577 C1 Equity,BANK OF CHANGS-A,BK94875,CNE100003F50,EQ0000000075914673,BBG00PDL8406,1
601579,601579.SH,601579 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601588,601588.SH,601588 C1 Equity,BEIJING NORTH-A,BP3RCY0,CNE000001NZ4,EQ0000000037097077,BBG00709JC70,1
601595,601595.SH,601595 C1 Equity,SHANGHAI FILM -A,BYW5QP7,CNE100002G92,EQ0000000057220792,BBG00GVXBR14,1
601598,601598.SH,601598 C1 Equity,SINOTRANS-A,BHHLN72,CNE100003GS8,EQ0000000071435333,BBG00N2YM6J4,1
601599,601599.SH,601599 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601600,601600.SH,601600 C1 Equity,ALUMINUM CORP-A,BP3R4D3,CNE1000000T0,EQ0000000037097083,BBG00709JC98,1
601601,601601.SH,601601 C1 Equity,CHINA PACIFIC-A,BP3R2K6,CNE1000008M8,EQ0000000037097089,BBG00709JCC4,1
601606,601606.SH,601606 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601607,601607.SH,601607 C1 Equity,SHANG PHARM -A,BP3R4Z5,CNE000000C82,EQ0000000037097095,BBG00709JCF1,1
601608,601608.SH,601608 C1 Equity,CITIC HEAVY IN-A,BP3RB32,CNE100001SX7,EQ0000000037097101,BBG00709JCH9,1
601609,601609.SH,601609 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601611,601611.SH,601611 C1 Equity,CHINA NUCLEAR -A,BYV1VD9,CNE100002896,EQ0000000053307214,BBG00FGGV927,1
601615,601615.SH,601615 C1 Equity,MING YANG SMAR-A,BK94864,CNE100003HQ0,EQ0000000075914679,BBG00PDL8424,1
601616,601616.SH,601616 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601618,601618.SH,601618 C1 Equity,METALLURGICAL-A,BP3R4K0,CNE100000FX6,EQ0000000037097107,BBG00709JCK5,1
601619,601619.SH,601619 C1 Equity,NINGXIA JIAZE -A,BGBN6R8,CNE100002WN8,EQ0000000070383487,BBG00MRX6495,1
601628,601628.SH,601628 C1 Equity,CHINA LIFE INS-A,BP3R251,CNE000001Q93,EQ0000000037097113,BBG00709JCM3,1
601633,601633.SH,601633 C1 Equity,GREAT WALL MO-A,BP3R325,CNE1000018V8,EQ0000000037097119,BBG00709JCP0,1
601636,601636.SH,601636 C1 Equity,ZHUZHOU KIBING-A,BP3RFL8,CNE100001666,EQ0000000037097125,BBG00709JCR8,1
601658,601658.SH,601658 C1 Equity,POSTAL SAVINGS-A,BL61XF9,CNE100003PZ4,EQ0000000080648352,BBG00R2FMRS0,1
601666,601666.SH,601666 C1 Equity,PINGDINGSHAN -A,BP3R9C7,CNE000001PH7,EQ0000000037097131,BBG00709JCT6,1
601668,601668.SH,601668 C1 Equity,CHINA STATE -A,BP3R2Q2,CNE100000F46,EQ0000000037097137,BBG00709JCW2,1
601669,601669.SH,601669 C1 Equity,POWER CONSTRUC-A,BP3R4M2,CNE1000017G1,EQ0000000037097149,BBG00709JCY0,1
601677,601677.SH,601677 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601678,601678.SH,601678 C1 Equity,BEFAR GROUP CO-A,BP3RGZ9,CNE100000L97,EQ0000000037097155,BBG00709JD05,1
601688,601688.SH,601688 C1 Equity,HUATAI SECURIT-A,BP3R3B4,CNE100000LQ8,EQ0000000037097161,BBG00709JD23,1
601689,601689.SH,601689 C1 Equity,NINGBO TUOPU G-A,BYQDMF9,CNE1000023J3,EQ0000000046805334,BBG00BMBHMM5,1
601696,601696.SH,601696 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601698,601698.SH,601698 C1 Equity,CHINA SATELLIT-A,BK4XS55,CNE100003PX9,EQ0000000080589762,BBG00R1XHX50,1
601699,601699.SH,601699 C1 Equity,SHANXI LU'AN -A,BP3R682,CNE000001NT7,EQ0000000037097167,BBG00709JD41,1
601700,601700.SH,601700 C1 Equity,CHANGSHU FENGF-A,BP3RDP8,CNE100000Z83,EQ0000000037097173,BBG00709JD69,1
601717,601717.SH,601717 C1 Equity,ZHENGZHOU COAL-A,BP3RCS4,CNE100000S58,EQ0000000037097179,BBG00709JD87,1
601718,601718.SH,601718 C1 Equity,JIHUA GROUP CO-A,BP3R994,CNE100000SK6,EQ0000000037097185,BBG00709JDB3,1
601727,601727.SH,601727 C1 Equity,SHANGHAI ELECT-A,BP3R3T2,CNE100000D55,EQ0000000037097191,BBG00709JDD1,1
601766,601766.SH,601766 C1 Equity,CRRC CORP LTD-A,BP3R358,CNE100000CP9,EQ0000000037097197,BBG00709JDG8,1
601777,601777.SH,601777 C1 Equity,LIFAN INDUSTRY-A,BP3RDF8,CNE100000X10,EQ0000000037097203,BBG00709JDJ5,1
601778,601778.SH,601778 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601788,601788.SH,601788 C1 Equity,EVERBRIG SEC -A,BZ0D1Y4,CNE100000FD8,EQ0000000043427927,BBG009CLJVZ3,1
601789,601789.SH,601789 C1 Equity,NINGBO CONSTRU-A,BP3RK57,CNE100001674,EQ0000000037097209,BBG00709JDL2,1
601798,601798.SH,601798 C1 Equity,LANPEC TECHNOL-A,BTFRHQ3,CNE1000014W5,EQ0000000039987029,BBG007PXQ6Y5,1
601799,601799.SH,601799 C1 Equity,CHANGZHOU XING-A,BS7K3D2,CNE1000011H2,EQ0000000038418727,BBG007FFWBZ6,1
601800,601800.SH,601800 C1 Equity,CHINA COMMUNIC-A,BP3R3C5,CNE100001FN5,EQ0000000037097215,BBG00709JDN0,1
601801,601801.SH,601801 C1 Equity,ANHUI XINHUA-A,BP3R8N1,CNE100000KB2,EQ0000000037097221,BBG00709JDQ7,1
601808,601808.SH,601808 C1 Equity,CHINA OILFIELD-A,BP3R347,CNE100000759,EQ0000000037097227,BBG00709JDS5,1
601811,601811.SH,601811 C1 Equity,XINHUA WINSHAR-A,BD7XV43,CNE100002BC5,EQ0000000051166587,BBG00DKHHYS8,1
601816,601816.SH,601816 C1 Equity,BEIJING-SHANGH-A,BL58M76,CNE100003RV9,EQ0000000085291710,BBG00VC81XF0,1
601818,601818.SH,601818 C1 Equity,CHINA EVERBRIG-A,BP3R2P1,CNE100000SL4,EQ0000000037097233,BBG00709JDV1,1
601827,601827.SH,601827 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601828,601828.SH,601828 C1 Equity,RED STAR MACAL-A,BG139S0,CNE100002RX7,EQ0000000062108147,BBG00JRNL0Q6,1
601838,601838.SH,601838 C1 Equity,BANK OF CHENGD-A,BFYQHF2,CNE100002SN6,EQ0000000065313946,BBG00L1KN0G4,1
601857,601857.SH,601857 C1 Equity,PETROCHINA CO-A,BP3R206,CNE1000007Q1,EQ0000000037097239,BBG00709JDX9,1
601858,601858.SH,601858 C1 Equity,CHINA SCIENCE -A,BFB4KL6,CNE100002R99,EQ0000000061179244,BBG00JCQC3R8,1
601860,601860.SH,601860 C1 Equity,JIANGSU ZIJIN -A,BK94853,CNE100003GZ3,EQ0000000075914685,BBG00PDL8442,1
601865,601865.SH,601865 C1 Equity,FLAT GLASS GRO-A,BJLMPM4,CNE100003HV0,EQ0000000072194563,BBG00NDF92Y0,1
601866,601866.SH,601866 C1 Equity,COSCO DEVELOPM-A,BP3R6D7,CNE1000008F2,EQ0000000037097245,BBG00709JDZ7,1
601869,601869.SH,601869 C1 Equity,YANGTZE OPTICA-A,BF0XD15,CNE1000036B2,EQ0000000066767285,BBG00LJKCPD5,1
601872,601872.SH,601872 C1 Equity,CHINA MERCHANT-A,BP3R8G4,CNE000001PQ8,EQ0000000046805364,BBG00BMBHWY0,1
601877,601877.SH,601877 C1 Equity,ZHEJIANG CHINT-A,BP3R5K7,CNE100000KD8,EQ0000000037097257,BBG00709JF37,1
601878,601878.SH,601878 C1 Equity,ZHESHANG SECUR-A,BFB4KN8,CNE100002R65,EQ0000000061179250,BBG00JCQC4Y8,1
601880,601880.SH,601880 C1 Equity,DALIAN PORT -A,BP3RBC1,CNE100000X77,EQ0000000037097263,BBG00709JF55,1
601881,601881.SH,601881 C1 Equity,CHINA GALAXY-A,BYWPH65,CNE100002FG7,EQ0000000054545717,BBG00FVJ41X7,1
601882,601882.SH,601882 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601886,601886.SH,601886 C1 Equity,JANGHO GROUP C-A,BP3RCJ5,CNE100001682,EQ0000000037097269,BBG00709JF73,1
601888,601888.SH,601888 C1 Equity,CHINA TOURISM-A,BP3R466,CNE100000G29,EQ0000000037097275,BBG00709JF91,1
601890,601890.SH,601890 C1 Equity,ASIAN STAR-A,BP3RKN5,CNE100000Y76,EQ0000000050024616,BBG00D1Z9FF3,1
601898,601898.SH,601898 C1 Equity,CHINA COAL ENE-A,BP3R3P8,CNE100000957,EQ0000000037097287,BBG00709JFF4,1
601899,601899.SH,601899 C1 Equity,ZIJIN MINING-A,BP3R400,CNE100000B24,EQ0000000037097293,BBG00709JFH2,1
601900,601900.SH,601900 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601901,601901.SH,601901 C1 Equity,FOUNDER SECURI-A,BP3R411,CNE1000015Y8,EQ0000000037097299,BBG00709JFK8,1
601908,601908.SH,601908 C1 Equity,BEIJING JINGYU-A,BP3RDR0,CNE100001757,EQ0000000037097305,BBG00709JFM6,1
601916,601916.SH,601916 C1 Equity,CHINA ZHESHANG-A,BK96BF0,CNE100003PS9,EQ0000000080295299,BBG00QZ4SYW5,1
601918,601918.SH,601918 C1 Equity,CHINA COAL-A,BP3RCC8,CNE1000008D7,EQ0000000037097311,BBG00709JFP3,1
601919,601919.SH,601919 C1 Equity,COSCO SHIPPING-A,BP3R552,CNE100000601,EQ0000000037097317,BBG00709JFR1,1
601928,601928.SH,601928 C1 Equity,JIANGSU PHOENI-A,BP3R5F2,CNE1000019Q6,EQ0000000037097323,BBG00709JFT9,1
601929,601929.SH,601929 C1 Equity,JISHI MEDIA CO-A,BP3R6H1,CNE100001BY1,EQ0000000037097329,BBG00709JFW5,1
601933,601933.SH,601933 C1 Equity,YONGHUI SUPERS-A,BP3R5Q3,CNE100000XX9,EQ0000000037097335,BBG00709JFY3,1
601939,601939.SH,601939 C1 Equity,CHINA CONST BA-A,BP3R3L4,CNE100000742,EQ0000000037097341,BBG00709JG08,1
601949,601949.SH,601949 C1 Equity,CHINA PUBLISHI-A,BKM3FC3,CNE100002W68,EQ0000000080610365,BBG00R274JD2,1
601952,601952.SH,601952 C1 Equity,JIANGSU PROVINCI,BKM3FD4,CNE100002XD7,EQ0000000080610371,BBG00R274JG9,1
601958,601958.SH,601958 C1 Equity,JINDUICHENG -A,BP3R5L8,CNE1000009Y1,EQ0000000037097347,BBG00709JG26,1
601965,601965.SH,601965 C1 Equity,CHINA AUTOMOTI-A,BP3RC73,CNE100001FM7,EQ0000000037097353,BBG00709JG44,1
601966,601966.SH,601966 C1 Equity,SHANDONG LINGL-A,BYW5N12,CNE100002GM3,EQ0000000057220798,BBG00GVXBR41,1
601968,601968.SH,601968 C1 Equity,SHANGHAI BAOST-A,BYQDNH8,CNE1000022Q0,EQ0000000046805802,BBG00BMBKSJ2,1
601969,601969.SH,601969 C1 Equity,HAINAN MINING -A,BZ0D1Z5,CNE100001VS1,EQ0000000043427873,BBG009CLJV56,1
601975,601975.SH,601975 C1 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
601985,601985.SH,601985 C1 Equity,CHINA NATIONAL-A,BYQDNJ0,CNE1000022N7,EQ0000000046805820,BBG00BMBKT82,1
601988,601988.SH,601988 C1 Equity,BANK OF CHINA-A,BP3R239,CNE000001N05,EQ0000000037097359,BBG00709JG62,1
601989,601989.SH,601989 C1 Equity,CHINA SHIPBUIL-A,BP3R2R3,CNE100000J75,EQ0000000037097365,BBG00709JG80,1
